category,model,lambda,avg_carbon_kg,AvgPCF@10,NDCG@10,Recall@10,MRR,n_users,pareto_optimal,carbon_reduction_pct,engagement_retention_pct
sports_and_outdoors,BPR,0.95,33.393604280561874,33.393604280561874,0.002915082080807073,0.005473297899266008,0.002148579523769349,63216,True,88.76697889033689,80.25720275108372
sports_and_outdoors,BPR,0.96,28.712474782966332,28.712474782966332,0.002862860464777093,0.00541002277904328,0.002101794854025302,63216,True,90.34162851550973,78.81945221455442
sports_and_outdoors,BPR,0.97,22.990509836275624,22.990509836275624,0.002771889583762933,0.005299291318653506,0.00201526863803819,63216,True,92.2663968781852,76.31486804175583
sports_and_outdoors,BPR,0.98,15.645474619241963,15.645474619241963,0.0026130716313372366,0.0049829157175398636,0.0019029929634048846,63216,True,94.73713753112467,71.9423377818833
sports_and_outdoors,BPR,0.99,7.455165107567704,7.455165107567704,0.002248615165674913,0.004381802075423943,0.0016103706415494569,63216,True,97.49221358899318,61.90822702692773
sports_and_outdoors,BPR,1.0,0.34500966211085793,0.34500966211085793,0.001350407382650997,0.003116299670969375,0.0008332667940204009,63216,True,99.88394481814636,37.17902827490029
sports_and_outdoors,NeuMF,0.0,186.26590841100352,186.26590841100352,0.010205188604423099,0.021307896735003797,0.006876122380108712,63216,False,0.0,100.0
sports_and_outdoors,NeuMF,0.025,184.29601712082388,184.29601712082388,0.010205319256935083,0.021276259174892433,0.006882098363685303,63216,False,1.0575694215782088,100.00128025573117
sports_and_outdoors,NeuMF,0.05,182.43756132624648,182.43756132624648,0.010171403607700167,0.021292077954948113,0.006835545953807153,63216,False,2.055312814575619,99.66894294625492
sports_and_outdoors,NeuMF,0.075,180.841185671349,180.841185671349,0.010150634576379379,0.021276259174892433,0.006814950153266403,63216,False,2.912354056591316,99.4654285172145
sports_and_outdoors,NeuMF,0.1,179.36744312041256,179.36744312041256,0.01015539213395622,0.021276259174892433,0.006823518659129897,63216,False,3.7035576447887664,99.51204752408695
sports_and_outdoors,NeuMF,0.15,175.72747708966088,175.72747708966088,0.01015538791121902,0.021323715515059478,0.006809576789882409,63216,True,5.6577349077154535,99.51200614575126
sports_and_outdoors,NeuMF,0.2,171.29340442134907,171.29340442134907,0.010113608004391822,0.021339534295115162,0.006753884640416531,63216,False,8.038241735904242,99.10260747173663
sports_and_outdoors,NeuMF,0.25,165.9313603644647,165.9313603644647,0.01007081666442451,0.021228802834725388,0.00673348343597964,63216,True,10.91694568265804,98.68329782812293
sports_and_outdoors,NeuMF,0.3,158.3572864904455,158.3572864904455,0.009983992673978374,0.021007339913945836,0.006685851331589753,63216,True,14.983215210255487,97.83251501742109
sports_and_outdoors,NeuMF,0.4,104.61566336180718,104.61566336180718,0.009744716545497151,0.020390407491774235,0.0065600669209723884,63216,True,43.83531358246817,95.48786331370327
sports_and_outdoors,NeuMF,0.5,90.41707491805874,90.41707491805874,0.00956122778843335,0.020010756770437864,0.006449360569757305,63216,True,51.45806568180492,93.68986854676409
sports_and_outdoors,NeuMF,0.6,61.231271411035195,61.231271411035195,0.009119417684678383,0.018666160465704885,0.006255404749852358,63216,True,67.1269574054712,89.36059918310451
sports_and_outdoors,NeuMF,0.7,53.264105176221214,53.264105176221214,0.008923901152987057,0.018144140723867375,0.006156192123352336,63216,True,71.40426520848263,87.44474501058501
sports_and_outdoors,NeuMF,0.8,45.76139285244243,45.76139285244243,0.008717159935223146,0.017748671222475323,0.006010609128490678,63216,True,75.4322230821391,85.41890084662407
sports_and_outdoors,NeuMF,0.9,31.15181053151101,31.15181053151101,0.008217331942679946,0.01691027587952417,0.005614223142222383,63216,True,83.27562418841926,80.52111784703732
sports_and_outdoors,NeuMF,0.91,29.97430654027462,29.97430654027462,0.00813910212650003,0.016783725639078713,0.005550765980483141,63216,True,83.90778710072105,79.75454880836212
sports_and_outdoors,NeuMF,0.92,28.676810326499616,28.676810326499616,0.008044272801865275,0.016704631738800303,0.005452714653312603,63216,True,84.60436986503025,78.8253222324451
sports_and_outdoors,NeuMF,0.93,25.99747301933055,25.99747301933055,0.007944572745861859,0.016562262718299164,0.005370281232800214,63216,False,86.04281736732734,77.84836766680185
sports_and_outdoors,NeuMF,0.94,22.856802267147547,22.856802267147547,0.007907134450832944,0.01660971905846621,0.005318135754259519,63216,True,87.7289395240738,77.48151217318865
sports_and_outdoors,NeuMF,0.95,21.235299087098202,21.235299087098202,0.007789544475854599,0.016641356618577574,0.005169840968531173,63216,True,88.59947090251124,76.32925541893934
sports_and_outdoors,NeuMF,0.96,18.840345102822067,18.840345102822067,0.007729982458465314,0.016767906859023032,0.00506986251220306,63216,False,89.88524241309364,75.74561096416201
sports_and_outdoors,NeuMF,0.97,15.850454386073146,15.850454386073146,0.007711082471257121,0.016957732219691216,0.005005313101364734,63216,True,91.49041576030196,75.56041118059308
sports_and_outdoors,NeuMF,0.98,13.808954218235888,13.808954218235888,0.007511750900964619,0.01646735003796507,0.00489971018990571,63216,True,92.58642961772378,73.60717368524577
sports_and_outdoors,NeuMF,0.99,9.329101364211597,9.329101364211597,0.006220759015480924,0.013034674765882055,0.0041699496912575885,63216,True,94.99151431209486,60.95682555817483
sports_and_outdoors,NeuMF,1.0,0.4530426305049353,0.4530426305049353,0.0035250371423234763,0.008178309288787648,0.0021289880902162603,63216,True,99.75677640939786,34.541616808489614
sports_and_outdoors,LightGCN,0.0,309.94039819539364,309.94039819539364,0.010116314405295434,0.018080865603644646,0.007706922197715667,63216,False,0.0,100.0
sports_and_outdoors,LightGCN,0.025,295.8141756237344,295.8141756237344,0.010105964734834574,0.018065046823588966,0.007696960132656792,63216,False,4.557722276253172,99.89769327003674
sports_and_outdoors,LightGCN,0.05,280.9609057613578,280.9609057613578,0.010095124805614352,0.018065046823588966,0.007683150086576434,63216,False,9.350021037195182,99.79054032098894
sports_and_outdoors,LightGCN,0.075,267.30380778964184,267.30380778964184,0.010091002113494887,0.018065046823588966,0.00767844839361544,63216,False,13.756383696349484,99.74978741479904
sports_and_outdoors,LightGCN,0.1,254.53559511626798,254.53559511626798,0.01009764851761802,0.018080865603644646,0.007682823667305444,63216,False,17.875954022681864,99.81548727204799
sports_and_outdoors,LightGCN,0.15,231.69363639458356,231.69363639458356,0.010084659544685345,0.018017590483421917,0.007684279999437555,63216,False,25.245744748473058,99.68709097659598
sports_and_outdoors,LightGCN,0.2,211.4698781707163,211.4698781707163,0.010068553017638992,0.018001771703366237,0.007668122245523536,63216,False,31.7707922549029,99.52787758720271
sports_and_outdoors,LightGCN,0.25,192.90217144425463,192.90217144425463,0.010071245998414744,0.017985952923310556,0.007676345500235021,63216,True,37.76152687180694,99.55449776395741
sports_and_outdoors,LightGCN,0.3,176.5939011033599,176.5939011033599,0.010018212729585085,0.017859402682865098,0.007643609413730902,63216,True,43.02327088318735,99.03026268480745
sports_and_outdoors,LightGCN,0.4,149.04463342081118,149.04463342081118,0.010015430711102958,0.017811946342698053,0.007655712035932233,63216,False,51.9118403768553,99.00276236828238
sports_and_outdoors,LightGCN,0.5,127.35185801537583,127.35185801537583,0.009967096553792876,0.017764490002531004,0.007606090029448041,63216,True,58.910855520328056,98.5249781143175
sports_and_outdoors,LightGCN,0.6,109.99227792362693,109.99227792362693,0.009899739368169895,0.01771703366236396,0.007533348750366594,63216,False,64.51179692481222,97.8591507890248
sports_and_outdoors,LightGCN,0.7,95.70725934953175,95.70725934953175,0.009855440687656961,0.017622120982029865,0.007506287337342766,63216,True,69.12075356849878,97.42125731578768
sports_and_outdoors,LightGCN,0.8,79.29654015802961,79.29654015802961,0.009644892392484408,0.01735320172108327,0.007313863177094005,63216,True,74.41555195136608,95.33998258729228
sports_and_outdoors,LightGCN,0.9,52.01256004729817,52.01256004729817,0.009122317116990658,0.016498987598076435,0.0068868502749956815,63216,False,83.21852835250336,90.17431399933099
sports_and_outdoors,LightGCN,0.91,49.34602865540371,49.34602865540371,0.009078716938144424,0.0165306251581878,0.006822790493063841,63216,True,84.07886518094527,89.74332523109528
sports_and_outdoors,LightGCN,0.92,46.39533816249051,46.39533816249051,0.009006332291301954,0.016419893697798026,0.006764694140121247,63216,True,85.0308838626316,89.02780133630036
sports_and_outdoors,LightGCN,0.93,42.947545023253625,42.947545023253625,0.008852700631908444,0.016103518096684383,0.006659386261464849,63216,True,86.14328907321772,87.5091488583476
sports_and_outdoors,LightGCN,0.94,38.168349814129336,38.168349814129336,0.008738800260397035,0.01600860541635029,0.006546338479709778,63216,True,87.68526141272261,86.38324107268421
sports_and_outdoors,LightGCN,0.95,32.93062095513795,32.93062095513795,0.008557157834127832,0.015676411035180967,0.00641320335820146,63216,True,89.37517627683445,84.58770152150022
sports_and_outdoors,LightGCN,0.96,28.105734753701594,28.105734753701594,0.00830998037751045,0.01524930397367755,0.006221927942694837,63216,True,90.9318904804455,82.14434669172154
sports_and_outdoors,LightGCN,0.97,22.68384366125664,22.68384366125664,0.008047634696813662,0.014743103011895723,0.006032981403140856,63216,True,92.68122394068934,79.55105361890581
sports_and_outdoors,LightGCN,0.98,15.985940186661608,15.985940186661608,0.007690898684346163,0.014015439129334346,0.005790018751531659,63216,True,94.84225345268361,76.02470995089203
sports_and_outdoors,LightGCN,0.99,7.657149924544417,7.657149924544417,0.006753200598561727,0.012196279422930903,0.005102341229666589,63216,True,97.52947664482345,66.75554285883732
sports_and_outdoors,LightGCN,1.0,0.3683883051759049,0.3683883051759049,0.0030811831926549752,0.006643887623386484,0.002028137090067614,63216,True,99.88114221078605,30.457566552519513
